onset	duration	value	sample	trial_type	word	probe_type	response
50.925	0.0	162	50925	word	dialogue		
51.845	0.0	162	51845	word	phantom		
52.764	0.0	162	52764	word	observe		
53.717	0.0	162	53717	word	sect		
54.452	0.0	162	54452	word	fest		
55.255	0.0	162	55255	word	precinct		
56.141	0.0	162	56141	word	cycle		
56.843	0.0	162	56843	word	reside		
57.729	0.0	162	57729	word	wide		
58.314	0.0	162	58314	word	remedy		
59.083	0.0	162	59083	word	male		
59.752	0.0	162	59752	word	shear		
60.454	0.0	162	60454	word	equity		
61.206	0.0	162	61206	word	droop		
61.825	0.0	162	61825	word	trim		
62.51	0.0	162	62510	word	message		
63.262	0.0	162	63262	word	run		
63.898	0.0	162	63898	word	violin		
64.784	0.0	162	64784	word	staunch		
65.703	0.0	162	65703	word	organize		
66.789	0.0	167	66789	probe	probe_coordinate	yes	2
71.203	0.0	163	71203	word	commute		
71.905	0.0	162	71905	word	deny		
72.908	0.0	162	72908	word	bore		
73.543	0.0	162	73543	word	raw		
74.162	0.0	162	74162	word	ferocious		
75.081	0.0	162	75081	word	dictate		
75.75	0.0	162	75750	word	imitate		
76.402	0.0	162	76402	word	wander		
77.137	0.0	162	77137	word	lumbar		
78.057	0.0	162	78057	word	mug		
78.776	0.0	162	78776	word	easel		
79.478	0.0	162	79478	word	feud		
80.213	0.0	162	80213	word	ceiling		
81.049	0.0	162	81049	word	aroma		
81.852	0.0	162	81852	word	explode		
82.737	0.0	162	82737	word	challenge		
83.557	0.0	162	83557	word	jam		
84.292	0.0	162	84292	word	finger		
85.161	0.0	162	85161	word	report		
85.981	0.0	162	85981	word	foray		
86.766	0.0	166	86766	probe	probe_exterior	no	1
88.856	0.0	163	88856	word	stab		
89.625	0.0	162	89625	word	rate		
90.243	0.0	162	90243	word	convey		
91.012	0.0	162	91012	word	vile		
91.798	0.0	162	91798	word	node		
92.467	0.0	162	92467	word	beverage		
93.236	0.0	166	93236	probe	probe_conceive	no	2
95.81	0.0	163	95810	word	seem		
96.629	0.0	162	96629	word	knee		
97.181	0.0	162	97181	word	escort		
97.95	0.0	162	97950	word	expense		
98.853	0.0	162	98853	word	inflict		
99.839	0.0	162	99839	word	orchid		
100.558	0.0	162	100558	word	knife		
101.243	0.0	162	101243	word	tactic		
101.995	0.0	162	101995	word	spur		
102.748	0.0	162	102748	word	rapt		
103.4	0.0	162	103400	word	consolidate		
104.369	0.0	162	104369	word	rally		
105.105	0.0	166	105105	probe	probe_threat	no	2
106.425	0.0	163	106425	word	talent		
107.161	0.0	162	107161	word	torrent		
107.88	0.0	162	107880	word	bran		
108.682	0.0	162	108682	word	plot		
109.351	0.0	162	109351	word	punish		
110.07	0.0	162	110070	word	gurgle		
110.755	0.0	162	110755	word	somber		
111.557	0.0	162	111557	word	grammar		
112.293	0.0	162	112293	word	stash		
113.296	0.0	162	113296	word	peril		
113.898	0.0	162	113898	word	sigh		
114.717	0.0	162	114717	word	botch		
115.402	0.0	162	115402	word	electric		
116.355	0.0	162	116355	word	snip		
117.108	0.0	162	117108	word	initial		
117.776	0.0	162	117776	word	cylinder		
118.662	0.0	162	118662	word	troop		
119.331	0.0	162	119331	word	share		
120.033	0.0	162	120033	word	posture		
120.902	0.0	167	120902	probe	probe_position	yes	2
123.594	0.0	163	123594	word	fog		
124.396	0.0	162	124396	word	scene		
125.215	0.0	162	125215	word	pulp		
125.784	0.0	162	125784	word	connect		
126.436	0.0	162	126436	word	venture		
127.271	0.0	162	127271	word	salary		
128.124	0.0	162	128124	word	swim		
128.86	0.0	162	128860	word	carnival		
129.645	0.0	162	129645	word	fray		
130.331	0.0	162	130331	word	eliminate		
131.233	0.0	162	131233	word	develop		
132.036	0.0	162	132036	word	umpire		
132.805	0.0	162	132805	word	disrupt		
133.691	0.0	162	133691	word	rinse		
134.593	0.0	162	134593	word	predicament		
135.446	0.0	162	135446	word	scalpel		
136.232	0.0	162	136232	word	reduce		
137.017	0.0	162	137017	word	rocket		
137.786	0.0	162	137786	word	coarse		
138.488	0.0	167	138488	probe	probe_rough	yes	2
140.779	0.0	163	140779	word	severe		
141.548	0.0	162	141548	word	exam		
142.35	0.0	162	142350	word	dribble		
142.952	0.0	162	142952	word	gown		
143.738	0.0	162	143738	word	barren		
144.423	0.0	162	144423	word	stamp		
145.192	0.0	162	145192	word	crux		
145.877	0.0	162	145877	word	mile		
146.546	0.0	166	146546	probe	probe_rhinoceros	no	1
147.883	0.0	163	147883	word	stink		
148.686	0.0	162	148686	word	velocity		
149.622	0.0	162	149622	word	abroad		
150.558	0.0	162	150558	word	compete		
151.26	0.0	162	151260	word	else		
151.946	0.0	162	151946	word	adept		
152.748	0.0	162	152748	word	eager		
153.4	0.0	162	153400	word	relic		
154.019	0.0	162	154019	word	pinch		
154.737	0.0	162	154737	word	anvil		
155.54	0.0	162	155540	word	come		
156.208	0.0	162	156208	word	braid		
156.877	0.0	162	156877	word	concern		
157.713	0.0	162	157713	word	catch		
158.566	0.0	162	158566	word	vector		
159.351	0.0	162	159351	word	chime		
160.087	0.0	167	160087	probe	probe_bell	yes	1
161.307	0.0	163	161307	word	autumn		
162.143	0.0	162	162143	word	elevate		
162.895	0.0	162	162895	word	file		
163.581	0.0	162	163581	word	desk		
164.266	0.0	162	164266	word	glaze		
165.052	0.0	162	165052	word	conserve		
165.938	0.0	162	165938	word	five		
166.723	0.0	162	166723	word	posse		
167.442	0.0	162	167442	word	indict		
168.178	0.0	162	168178	word	shrewd		
168.947	0.0	162	168947	word	metal		
169.532	0.0	162	169532	word	care		
170.167	0.0	167	170167	probe	probe_aid	yes	1
174.263	0.0	163	174263	word	proxy		
175.082	0.0	166	175082	probe	probe_lug	no	1
177.84	0.0	163	177840	word	graduate		
178.659	0.0	162	178659	word	nominate		
179.529	0.0	162	179529	word	tame		
180.181	0.0	162	180181	word	census		
181.1	0.0	162	181100	word	baboon		
181.852	0.0	162	181852	word	analog		
182.688	0.0	162	182688	word	abstract		
183.608	0.0	162	183608	word	jubilee		
184.51	0.0	162	184510	word	hideous		
185.313	0.0	162	185313	word	oasis		
186.098	0.0	162	186098	word	settle		
186.817	0.0	162	186817	word	lilac		
187.653	0.0	167	187653	probe	probe_lavender	yes	2
188.974	0.0	163	188974	word	quote		
189.575	0.0	162	189575	word	parade		
190.261	0.0	162	190261	word	cower		
190.93	0.0	162	190930	word	cauldron		
191.732	0.0	162	191732	word	groove		
192.467	0.0	162	192467	word	brittle		
193.103	0.0	166	193103	probe	probe_ambient	no	1
196.814	0.0	163	196814	word	roster		
197.65	0.0	162	197650	word	vast		
198.686	0.0	162	198686	word	succulent		
199.572	0.0	162	199572	word	sprain		
200.408	0.0	162	200408	word	nickel		
201.043	0.0	162	201043	word	instinct		
202.046	0.0	162	202046	word	mundane		
202.899	0.0	162	202899	word	quartet		
203.668	0.0	162	203668	word	grew		
204.42	0.0	162	204420	word	athlete		
205.256	0.0	166	205256	probe	probe_hut	no	1
207.964	0.0	163	207964	word	trickle		
208.683	0.0	162	208683	word	lift		
209.418	0.0	162	209418	word	pulse		
210.204	0.0	162	210204	word	huddle		
210.873	0.0	162	210873	word	contain		
211.742	0.0	162	211742	word	orthodox		
212.712	0.0	162	212712	word	opportune		
213.765	0.0	166	213765	probe	probe_concoct	no	1
218.379	0.0	163	218379	word	stub		
219.148	0.0	162	219148	word	direct		
219.867	0.0	162	219867	word	chest		
220.652	0.0	162	220652	word	progress		
221.471	0.0	162	221471	word	serve		
222.357	0.0	162	222357	word	expect		
223.177	0.0	162	223177	word	mule		
223.962	0.0	162	223962	word	approximate		
224.865	0.0	162	224865	word	ordeal		
225.734	0.0	162	225734	word	surge		
226.603	0.0	162	226603	word	ambiguous		
227.523	0.0	162	227523	word	device		
228.292	0.0	162	228292	word	pledge		
228.927	0.0	162	228927	word	offer		
229.696	0.0	167	229696	probe	probe_volunteer	yes	2
232.153	0.0	163	232153	word	tail		
232.839	0.0	162	232839	word	nutrient		
233.658	0.0	162	233658	word	injury		
234.494	0.0	162	234494	word	bite		
235.096	0.0	162	235096	word	resplendent		
236.049	0.0	162	236049	word	leaf		
236.767	0.0	162	236767	word	grass		
237.553	0.0	162	237553	word	sloth		
238.355	0.0	166	238355	probe	probe_tardy	no	1
239.476	0.0	163	239476	word	domain		
240.328	0.0	162	240328	word	immense		
241.097	0.0	162	241097	word	hole		
241.899	0.0	162	241899	word	arrive		
242.819	0.0	162	242819	word	stubborn		
243.705	0.0	162	243705	word	sane		
244.424	0.0	162	244424	word	fail		
245.143	0.0	162	245143	word	sign		
245.945	0.0	162	245945	word	tire		
246.547	0.0	162	246547	word	mogul		
247.332	0.0	162	247332	word	construct		
248.202	0.0	167	248202	probe	probe_build	yes	2
250.793	0.0	163	250793	word	phosphorus		
251.963	0.0	162	251963	word	alarm		
252.732	0.0	162	252732	word	lease		
253.417	0.0	162	253417	word	slide		
254.303	0.0	162	254303	word	lavish		
255.106	0.0	162	255106	word	clock		
255.808	0.0	162	255808	word	rummage		
256.627	0.0	162	256627	word	occupy		
257.547	0.0	162	257547	word	dice		
258.299	0.0	162	258299	word	fast		
259.135	0.0	162	259135	word	plight		
259.787	0.0	162	259787	word	vanish		
260.639	0.0	162	260639	word	mayhem		
261.358	0.0	162	261358	word	shall		
262.194	0.0	162	262194	word	clean		
262.846	0.0	162	262846	word	crumb		
263.514	0.0	162	263514	word	neat		
264.3	0.0	162	264300	word	vow		
264.935	0.0	162	264935	word	stooge		
265.805	0.0	166	265805	probe	probe_gallery	no	1
268.613	0.0	163	268613	word	worship		
269.299	0.0	162	269299	word	shard		
270.034	0.0	162	270034	word	splice		
271.037	0.0	162	271037	word	prom		
271.706	0.0	162	271706	word	rang		
272.391	0.0	162	272391	word	carton		
273.11	0.0	162	273110	word	putt		
273.729	0.0	162	273729	word	merry		
274.481	0.0	162	274481	word	plethora		
275.3	0.0	162	275300	word	fill		
275.885	0.0	162	275885	word	petal		
276.504	0.0	162	276504	word	jaw		
277.189	0.0	162	277189	word	ignore		
277.908	0.0	162	277908	word	emphasis		
278.994	0.0	162	278994	word	wrist		
279.68	0.0	162	279680	word	mirth		
280.449	0.0	162	280449	word	maintain		
281.569	0.0	162	281569	word	bitter		
282.12	0.0	162	282120	word	chomp		
282.756	0.0	162	282756	word	clear		
283.474	0.0	167	283474	probe	probe_open	yes	2
286.216	0.0	163	286216	word	happy		
286.918	0.0	162	286918	word	fuel		
287.654	0.0	162	287654	word	kennel		
288.272	0.0	162	288272	word	raise		
289.008	0.0	162	289008	word	live		
289.793	0.0	167	289793	probe	probe_survive	yes	2
291.482	0.0	163	291482	word	dedicate		
292.184	0.0	162	292184	word	gargle		
292.903	0.0	162	292903	word	incumbent		
293.739	0.0	162	293739	word	valet		
294.441	0.0	166	294441	probe	probe_elegant	no	1
297.299	0.0	163	297299	word	radius		
298.068	0.0	162	298068	word	hid		
298.72	0.0	162	298720	word	ceremony		
299.64	0.0	162	299640	word	fax		
300.492	0.0	162	300492	word	grab		
301.094	0.0	162	301094	word	staff		
302.214	0.0	162	302214	word	please		
302.933	0.0	162	302933	word	mast		
303.786	0.0	162	303786	word	tar		
304.471	0.0	162	304471	word	bluff		
305.324	0.0	162	305324	word	fathom		
306.059	0.0	162	306059	word	incinerate		
306.979	0.0	162	306979	word	vigor		
307.798	0.0	162	307798	word	palate		
308.516	0.0	166	308516	probe	probe_accept	no	1
310.89	0.0	163	310890	word	burst		
311.609	0.0	162	311609	word	swear		
312.395	0.0	162	312395	word	binge		
313.064	0.0	162	313064	word	plant		
313.715	0.0	162	313715	word	induce		
314.702	0.0	162	314702	word	cardiac		
315.454	0.0	162	315454	word	inject		
316.273	0.0	162	316273	word	aspire		
317.193	0.0	162	317193	word	wrap		
317.828	0.0	162	317828	word	blitz		
318.513	0.0	162	318513	word	wary		
319.332	0.0	162	319332	word	fungus		
320.235	0.0	162	320235	word	rattle		
320.971	0.0	162	320971	word	charity		
321.706	0.0	167	321706	probe	probe_love	yes	2
323.044	0.0	163	323044	word	pry		
323.746	0.0	162	323746	word	admit		
324.565	0.0	162	324565	word	publish		
325.35	0.0	167	325350	probe	probe_print	yes	2
336.919	0.0	163	336919	word	crank		
337.587	0.0	167	337587	probe	probe_grouch	yes	2
340.396	0.0	163	340396	word	behave		
341.215	0.0	162	341215	word	want		
341.867	0.0	162	341867	word	marine		
