onset	duration	value	sample	trial_type	word	probe_type	response
18.086	0.0	162	18086	word	dialogue		
18.988	0.0	162	18988	word	phantom		
19.908	0.0	162	19908	word	observe		
20.844	0.0	162	20844	word	sect		
21.579	0.0	162	21579	word	fest		
22.365	0.0	162	22365	word	precinct		
23.251	0.0	162	23251	word	cycle		
23.953	0.0	162	23953	word	reside		
24.822	0.0	162	24822	word	wide		
25.408	0.0	162	25408	word	remedy		
26.177	0.0	162	26177	word	male		
26.845	0.0	162	26845	word	shear		
27.547	0.0	162	27547	word	equity		
28.283	0.0	162	28283	word	droop		
28.901	0.0	162	28901	word	trim		
29.587	0.0	162	29587	word	message		
30.339	0.0	162	30339	word	run		
30.958	0.0	162	30958	word	violin		
31.844	0.0	162	31844	word	staunch		
32.763	0.0	162	32763	word	organize		
33.849	0.0	167	33849	probe	probe_coordinate	yes	2
36.357	0.0	163	36357	word	commute		
37.059	0.0	162	37059	word	deny		
38.062	0.0	162	38062	word	bore		
38.681	0.0	162	38681	word	raw		
39.283	0.0	162	39283	word	ferocious		
40.202	0.0	162	40202	word	dictate		
40.871	0.0	162	40871	word	imitate		
41.523	0.0	162	41523	word	wander		
42.275	0.0	162	42275	word	lumbar		
43.178	0.0	162	43178	word	mug		
43.88	0.0	162	43880	word	easel		
44.582	0.0	162	44582	word	feud		
45.334	0.0	162	45334	word	ceiling		
46.17	0.0	162	46170	word	aroma		
46.989	0.0	162	46989	word	explode		
47.892	0.0	162	47892	word	challenge		
48.711	0.0	162	48711	word	jam		
49.447	0.0	162	49447	word	finger		
50.316	0.0	162	50316	word	report		
51.135	0.0	162	51135	word	foray		
51.921	0.0	166	51921	probe	probe_exterior	no	1
55.297	0.0	163	55297	word	stab		
56.066	0.0	162	56066	word	rate		
56.702	0.0	162	56702	word	convey		
57.471	0.0	162	57471	word	vile		
58.24	0.0	162	58240	word	node		
58.925	0.0	162	58925	word	beverage		
59.694	0.0	166	59694	probe	probe_conceive	no	1
61.449	0.0	163	61449	word	seem		
62.268	0.0	162	62268	word	knee		
62.837	0.0	162	62837	word	escort		
63.589	0.0	162	63589	word	expense		
64.475	0.0	162	64475	word	inflict		
65.461	0.0	162	65461	word	orchid		
66.18	0.0	162	66180	word	knife		
66.866	0.0	162	66866	word	tactic		
67.618	0.0	162	67618	word	spur		
68.387	0.0	162	68387	word	rapt		
69.039	0.0	162	69039	word	consolidate		
70.008	0.0	162	70008	word	rally		
70.744	0.0	166	70744	probe	probe_threat	no	1
71.914	0.0	163	71914	word	talent		
72.65	0.0	162	72650	word	torrent		
73.368	0.0	162	73368	word	bran		
74.171	0.0	162	74171	word	plot		
74.84	0.0	162	74840	word	punish		
75.558	0.0	162	75558	word	gurgle		
76.244	0.0	162	76244	word	somber		
77.046	0.0	162	77046	word	grammar		
77.782	0.0	162	77782	word	stash		
78.785	0.0	162	78785	word	peril		
79.387	0.0	162	79387	word	sigh		
80.206	0.0	162	80206	word	botch		
80.891	0.0	162	80891	word	electric		
81.844	0.0	162	81844	word	snip		
82.596	0.0	162	82596	word	initial		
83.265	0.0	162	83265	word	cylinder		
84.151	0.0	162	84151	word	troop		
84.82	0.0	162	84820	word	share		
85.522	0.0	162	85522	word	posture		
86.391	0.0	167	86391	probe	probe_position	yes	2
87.778	0.0	163	87778	word	fog		
88.581	0.0	162	88581	word	scene		
89.4	0.0	162	89400	word	pulp		
89.968	0.0	162	89968	word	connect		
90.637	0.0	162	90637	word	venture		
91.473	0.0	162	91473	word	salary		
92.325	0.0	162	92325	word	swim		
93.061	0.0	162	93061	word	carnival		
93.863	0.0	162	93863	word	fray		
94.549	0.0	162	94549	word	eliminate		
95.452	0.0	162	95452	word	develop		
96.237	0.0	162	96237	word	umpire		
97.006	0.0	162	97006	word	disrupt		
97.876	0.0	162	97876	word	rinse		
98.778	0.0	162	98778	word	predicament		
99.631	0.0	162	99631	word	scalpel		
100.416	0.0	162	100416	word	reduce		
101.219	0.0	162	101219	word	rocket		
101.988	0.0	162	101988	word	coarse		
102.69	0.0	167	102690	probe	probe_rough	yes	2
104.362	0.0	163	104362	word	severe		
105.131	0.0	162	105131	word	exam		
105.95	0.0	162	105950	word	dribble		
106.552	0.0	162	106552	word	gown		
107.337	0.0	162	107337	word	barren		
108.023	0.0	162	108023	word	stamp		
108.792	0.0	162	108792	word	crux		
109.494	0.0	162	109494	word	mile		
110.162	0.0	166	110162	probe	probe_rhinoceros	no	1
111.249	0.0	163	111249	word	stink		
112.068	0.0	162	112068	word	velocity		
113.021	0.0	162	113021	word	abroad		
113.957	0.0	162	113957	word	compete		
114.659	0.0	162	114659	word	else		
115.345	0.0	162	115345	word	adept		
116.164	0.0	162	116164	word	eager		
116.799	0.0	162	116799	word	relic		
117.418	0.0	162	117418	word	pinch		
118.136	0.0	162	118136	word	anvil		
118.922	0.0	162	118922	word	come		
119.574	0.0	162	119574	word	braid		
120.226	0.0	162	120226	word	concern		
121.062	0.0	162	121062	word	catch		
121.931	0.0	162	121931	word	vector		
122.717	0.0	162	122717	word	chime		
123.452	0.0	167	123452	probe	probe_bell	yes	2
125.074	0.0	163	125074	word	autumn		
125.927	0.0	162	125927	word	elevate		
126.679	0.0	162	126679	word	file		
127.364	0.0	162	127364	word	desk		
128.05	0.0	162	128050	word	glaze		
128.852	0.0	162	128852	word	conserve		
129.738	0.0	162	129738	word	five		
130.524	0.0	162	130524	word	posse		
131.226	0.0	162	131226	word	indict		
131.945	0.0	162	131945	word	shrewd		
132.714	0.0	162	132714	word	metal		
133.299	0.0	162	133299	word	care		
133.934	0.0	167	133934	probe	probe_aid	yes	2
134.82	0.0	163	134820	word	proxy		
135.639	0.0	166	135639	probe	probe_lug	no	1
136.659	0.0	163	136659	word	graduate		
137.478	0.0	162	137478	word	nominate		
138.347	0.0	162	138347	word	tame		
138.999	0.0	162	138999	word	census		
139.919	0.0	162	139919	word	baboon		
140.671	0.0	162	140671	word	analog		
141.507	0.0	162	141507	word	abstract		
142.426	0.0	162	142426	word	jubilee		
143.329	0.0	162	143329	word	hideous		
144.148	0.0	162	144148	word	oasis		
144.934	0.0	162	144934	word	settle		
145.653	0.0	162	145653	word	lilac		
146.488	0.0	167	146488	probe	probe_lavender	yes	2
147.374	0.0	163	147374	word	quote		
147.976	0.0	162	147976	word	parade		
148.662	0.0	162	148662	word	cower		
149.33	0.0	162	149330	word	cauldron		
150.133	0.0	162	150133	word	groove		
150.885	0.0	162	150885	word	brittle		
151.537	0.0	166	151537	probe	probe_ambient	no	1
152.64	0.0	163	152640	word	roster		
153.476	0.0	162	153476	word	vast		
154.513	0.0	162	154513	word	succulent		
155.382	0.0	162	155382	word	sprain		
156.218	0.0	162	156218	word	nickel		
156.853	0.0	162	156853	word	instinct		
157.856	0.0	162	157856	word	mundane		
158.692	0.0	162	158692	word	quartet		
159.461	0.0	162	159461	word	grew		
160.213	0.0	162	160213	word	athlete		
161.049	0.0	166	161049	probe	probe_hut	no	1
162.052	0.0	163	162052	word	trickle		
162.787	0.0	162	162787	word	lift		
163.54	0.0	162	163540	word	pulse		
164.325	0.0	162	164325	word	huddle		
165.011	0.0	162	165011	word	contain		
165.88	0.0	162	165880	word	orthodox		
166.85	0.0	162	166850	word	opportune		
167.903	0.0	166	167903	probe	probe_concoct	no	1
168.956	0.0	163	168956	word	stub		
169.725	0.0	162	169725	word	direct		
170.444	0.0	162	170444	word	chest		
171.246	0.0	162	171246	word	progress		
172.082	0.0	162	172082	word	serve		
172.968	0.0	162	172968	word	expect		
173.787	0.0	162	173787	word	mule		
174.573	0.0	162	174573	word	approximate		
175.476	0.0	162	175476	word	ordeal		
176.345	0.0	162	176345	word	surge		
177.231	0.0	162	177231	word	ambiguous		
178.15	0.0	162	178150	word	device		
178.936	0.0	162	178936	word	pledge		
179.571	0.0	162	179571	word	offer		
180.34	0.0	167	180340	probe	probe_volunteer	yes	2
181.176	0.0	163	181176	word	tail		
181.845	0.0	162	181845	word	nutrient		
182.664	0.0	162	182664	word	injury		
183.516	0.0	162	183516	word	bite		
184.135	0.0	162	184135	word	resplendent		
185.088	0.0	162	185088	word	leaf		
185.807	0.0	162	185807	word	grass		
186.592	0.0	162	186592	word	sloth		
187.411	0.0	166	187411	probe	probe_tardy	no	1
188.598	0.0	163	188598	word	domain		
189.434	0.0	162	189434	word	immense		
190.203	0.0	162	190203	word	hole		
191.006	0.0	162	191006	word	arrive		
191.925	0.0	162	191925	word	stubborn		
192.811	0.0	162	192811	word	sane		
193.53	0.0	162	193530	word	fail		
194.249	0.0	162	194249	word	sign		
195.068	0.0	162	195068	word	tire		
195.67	0.0	162	195670	word	mogul		
196.455	0.0	162	196455	word	construct		
197.324	0.0	167	197324	probe	probe_build	yes	2
198.16	0.0	163	198160	word	phosphorus		
199.331	0.0	162	199331	word	alarm		
200.1	0.0	162	200100	word	lease		
200.785	0.0	162	200785	word	slide		
201.671	0.0	162	201671	word	lavish		
202.473	0.0	162	202473	word	clock		
203.159	0.0	162	203159	word	rummage		
203.978	0.0	162	203978	word	occupy		
204.897	0.0	162	204897	word	dice		
205.65	0.0	162	205650	word	fast		
206.485	0.0	162	206485	word	plight		
207.154	0.0	162	207154	word	vanish		
208.007	0.0	162	208007	word	mayhem		
208.709	0.0	162	208709	word	shall		
209.545	0.0	162	209545	word	clean		
210.213	0.0	162	210213	word	crumb		
210.882	0.0	162	210882	word	neat		
211.668	0.0	162	211668	word	vow		
212.303	0.0	162	212303	word	stooge		
213.189	0.0	166	213189	probe	probe_gallery	no	1
214.242	0.0	163	214242	word	worship		
214.944	0.0	162	214944	word	shard		
215.697	0.0	162	215697	word	splice		
216.7	0.0	162	216700	word	prom		
217.368	0.0	162	217368	word	rang		
218.054	0.0	162	218054	word	carton		
218.772	0.0	162	218772	word	putt		
219.374	0.0	162	219374	word	merry		
220.127	0.0	162	220127	word	plethora		
220.946	0.0	162	220946	word	fill		
221.547	0.0	162	221547	word	petal		
222.166	0.0	162	222166	word	jaw		
222.851	0.0	162	222851	word	ignore		
223.57	0.0	162	223570	word	emphasis		
224.64	0.0	162	224640	word	wrist		
225.325	0.0	162	225325	word	mirth		
226.094	0.0	162	226094	word	maintain		
227.215	0.0	162	227215	word	bitter		
227.783	0.0	162	227783	word	chomp		
228.435	0.0	162	228435	word	clear		
229.154	0.0	167	229154	probe	probe_open	yes	2
230.842	0.0	163	230842	word	happy		
231.544	0.0	162	231544	word	fuel		
232.28	0.0	162	232280	word	kennel		
232.915	0.0	162	232915	word	raise		
233.651	0.0	162	233651	word	live		
234.419	0.0	167	234419	probe	probe_survive	yes	2
235.69	0.0	163	235690	word	dedicate		
236.392	0.0	162	236392	word	gargle		
237.111	0.0	162	237111	word	incumbent		
237.947	0.0	162	237947	word	valet		
238.649	0.0	166	238649	probe	probe_elegant	no	2
239.853	0.0	163	239853	word	radius		
240.621	0.0	162	240621	word	hid		
241.273	0.0	162	241273	word	ceremony		
242.193	0.0	162	242193	word	fax		
243.062	0.0	162	243062	word	grab		
243.664	0.0	162	243664	word	staff		
244.784	0.0	162	244784	word	please		
245.503	0.0	162	245503	word	mast		
246.355	0.0	162	246355	word	tar		
247.041	0.0	162	247041	word	bluff		
247.893	0.0	162	247893	word	fathom		
248.629	0.0	162	248629	word	incinerate		
249.548	0.0	162	249548	word	vigor		
250.351	0.0	162	250351	word	palate		
251.069	0.0	166	251069	probe	probe_accept	no	1
252.139	0.0	163	252139	word	burst		
252.875	0.0	162	252875	word	swear		
253.677	0.0	162	253677	word	binge		
254.346	0.0	162	254346	word	plant		
254.981	0.0	162	254981	word	induce		
255.968	0.0	162	255968	word	cardiac		
256.703	0.0	162	256703	word	inject		
257.522	0.0	162	257522	word	aspire		
258.442	0.0	162	258442	word	wrap		
259.077	0.0	162	259077	word	blitz		
259.762	0.0	162	259762	word	wary		
260.582	0.0	162	260582	word	fungus		
261.484	0.0	162	261484	word	rattle		
262.22	0.0	162	262220	word	charity		
262.938	0.0	167	262938	probe	probe_love	yes	2
263.841	0.0	163	263841	word	pry		
264.543	0.0	162	264543	word	admit		
265.363	0.0	162	265363	word	publish		
266.148	0.0	167	266148	probe	probe_print	yes	2
267.118	0.0	163	267118	word	crank		
267.786	0.0	167	267786	probe	probe_grouch	yes	1
268.823	0.0	163	268823	word	behave		
269.642	0.0	162	269642	word	want		
270.294	0.0	162	270294	word	marine		
271.063	0.0	162	271063	word	chameleon		
271.999	0.0	162	271999	word	shine		
272.802	0.0	162	272802	word	fable		
